form;lemma;postag
χεῖρες;['χείρ'];['n-p---fn-']
Κύρῳ;['Κῦρος'];['n-s---md-']
νεωστὶ;['νεωστί'];['d--------']
μάλισθʼ;['μάλα'];['d-------s']
χαίρω;['χαίρω'];['v1spia---']
περιβαλεῖν;['περιβάλλω'];['v--ana---']
προστάγματός;['πρόσταγμα'];['n-s---ng-']
τιμῆς;['τιμή'];['n-s---fg-']
προσιών;['πρόσειμι'];['v-sppamn-']
ποιέεις;['ποιέω'];['v2spia---']
συνεθιζόμενοι;['συνεθίζω'];['v-pppemn-']
ψέλλια;['ψέλλιον'];['n-p---na-']
πρηχθέντων;['πράσσω'];['v-pappng-']
αὐτὸν;['αὐτός'];['a-s---ma-', 'p-s---ma-']
νεανίσκῳ;['νεανίσκος'];['n-s---md-']
καταπαῦσαι;['καταπαύω'];['v--ana---']
εἶπον;['λέγω'];['v1saia---', 'v3paia---']
χάρισι;['χάρις'];['n-p---fd-']
ἐρώμενον;['ἐράω'];['v-sppema-']
βασιλέα;['βασιλεύς'];['n-s---ma-']
οἰκὸς;['ἔοικα'];['v-srpana-', 'v-srpann-']
Πανδοσίαν;['Πανδοσία'];['n-s---fa-']
τάχους;['τάχος'];['a-s---ng-']
βόσκων;['βόσκω'];['v-sppamn-']
ποδαπόν;['ποδαπός'];['a-s---nn-']
ὑπερριπίζοντο;['ὑπορριπίζω'];[]
συνάπτεται;['συνάπτω'];['v3spie---']
Γαλάτας;['Γαλάται'];['n-p---ma-']
καταλύσει;['κατάλυσις', 'καταλύω'];['n-s---fd-', 'v3sasa---']
ποιήσουσι;['ποιέω'];['v3pfia---']
ἄγεται;['ἄγω'];['v3spie---']
προεξειλεγμένα;['προεκλέγω'];['v-prpenn-', 'v-prpena-']
λαθόντες;['λανθάνω'];['v-papamn-']
σύνηθες;['συνήθης'];['a-s---nn-']
ἀρχομένων;['ἄρχω'];['v-pppeng-', 'v-pppemg-']
βεβίωκα;['βιόω'];['v1sria---']
συμπαρακεῖσθαι;['συμπαράκειμαι'];['v--pne---']
πλῆρες;['πλήρης'];['a-s---nn-', 'a-s---na-']
Περίανδρον;['Περίανδρος'];['n-s---ma-']
βουλήν;['βουλή'];[]
παλτὰ;['παλτόν'];['n-p---na-']
κακοῦ;['κακός'];['a-s---ng-']
πείσας;['πείθω'];['v-sapamn-']
Ἴλιον;['Ἴλιος'];['n-s---na-']
βινοῦνθ᾽;['βινέω'];['v-sppama-']
θαλαττοκρατοῦντες;['θαλασσοκρατέω'];['v-pppamn-']
νέμεται;['νέμω'];['v3spie---']
ἀληθινὰς;['ἀληθινός'];['a-p---fa-']
Μαμμάκυθον;['Μαμμάκυθος'];['n-s---ma-']
ἀπεστράφατο;['ἀποστρέφω'];['v3plie---']
ἁρμόσει;['ἁρμόζω'];['v3sfia---']
Νώλην;['Νώλη'];['n-s---fa-']
ὕπνος;['ὕπνος'];['n-s---mn-']
Κοσσύφας;['Κοσσύφη'];['n-s---fg-']
πανταχοῖ;['πανταχοῖ'];['d--------']
ἀπολέσαι;['ἀπόλλυμι'];['v--ana---']
πεπεισμένον;['πείθω'];['v-srpema-']
πῶς;['πῶς'];['d--------']
συγχωρήσει;['συγχώρησις'];['n-s---fd-']
Σικανῶν;['Σικανός'];['n-p---mg-']
δάμω;['δῆμος'];['n-s---mg-']
διεξεληλύθαμεν;['διεξέρχομαι'];['v1pria---']
στενωπῷ;['στενωπός'];['a-s---nd-']
τουτ-;['οὗτος'];['p-s---na-', 'p-p---nn-']
ἀργυρέοισι;['ἀργύρεος'];['a-p---nd-']
ἀπέμαθε;['ἀπομανθάνω'];['v3saia---']
δυσελπιστήσας;['δυσελπιστέω'];['v-sapamn-']
συνησθησομένους;['συνήδομαι'];['v-pfppma-']
ἐνεόχμωσε;['νεοχμόω'];[]
ἀναγινωσκομένης;['ἀναγιγνώσκω'];['v-sppefg-']
Σήτιον;['Σήτιον'];['n-s---ma-']
διαπρῆσαι;['διαπίμπρημι'];['v--ana---']
προβαίνοντες;['προβαίνω'];['v-pppamn-']
κώμων;['κῶμος'];['n-p---mg-']
ἁπαλωτάτην;['ἁπαλός'];['a-s---fas']
ὑπεριδὼν;['ὑπεροράω'];['v-sapamn-']
δυσμαῖς;['δυσμή'];['n-p---fd-']
ἀνενειχθέντων;['ἀναφέρω'];['v-pappng-']
ἀνάγκην;['ἀνάγκη'];['n-s---fa-']
φῦλον;['φῦλον'];['n-s---na-', 'n-s---nn-']
προσοίκων;['πρόσοικος'];['a-p---mg-']
παρακρούσεσθαι;['παρακρούω'];['v--fnm---']
ἀμιτροχίτωνας;['ἀμιτροχίτωνες'];['n-p---ma-']
ἀναίνεσθαι;['ἀναίνομαι'];['v--pnm---']
μεταμέλεια;['μεταμέλεια'];['n-s---fn-']
διέργει;['διέργω'];['v3spia---']
κἀν;['καὶ ἐάν'];['r--------']
πολιτεύμασι;['πολίτευμα'];['n-p---nd-']
ὁπόσοι;['ὁπόσος'];['a-p---mn-']
μαχιμωτέρων;['μάχιμος'];['a-p---mgc']
ἀτελέες;['ἀτελής'];['a-p---nn-']
καταγελάστους;['καταγέλαστος'];['a-p---fa-']
Αἰγυπτίοις;['Αἰγύπτιος'];['n-p---md-']
συνεκδύεται;['συνεκδύομαι'];['v3spie---']
μονομάχων;['μονομάχος'];['a-p---mg-', 'n-p---mg-']
κλαυθμῷ;['κλαυθμός'];['n-s---md-']
νύμφην;['νύμφη'];['n-s---fa-']
δημοσίου;['δημόσιος'];['a-s---mg-']
ἀρχιερέων;['ἀρχιερεύς'];['n-p---mg-']
πανούργως;['πάνουργος'];['d--------']
κατακόψαι;['κατακόπτω'];['v--ana---']
ἀποδεξάμενος;['ἀποδέχομαι'];['v-sapmmn-']
διεξῆλθες;['διεξέρχομαι'];['v2saia---']
ἁλῷ;['ἁλίσκομαι'];['v3sasa---']
ἀπωλέσαμεν;['ἀπόλλυμι'];['v1paia---']
τιμώμενος;['τιμάω'];['v-sppemn-']
εἷλον;['αἱρέω'];['v3paia---']
παρασπονδῆσαι;['παρασπονδέω'];['v--ana---']
προέστησαν;['προίστημι'];['v3paia---']
ὑψοῦ;['ὑψοῦ'];['d--------']
ἔστε;['ἔστε'];['c--------']
ταπεινόφρονας;['ταπεινόφρων'];['n-p---ma-']
περιττότερος;['περισσός'];['a-s---mnc']
ἐνδόξως;['ἔνδοξος'];['d--------']
βουληθείη;['βούλομαι'];['v3saop---']
διαδραμεῖν;['διατρέχω'];['v--ana---']
λαβροτάτῳ;['λάβρος'];['a-s---mds']
φιλοθεώρους;['φιλοθέωρος'];['a-p---ma-']
νησιώτῃσι;['νησιώτης'];['n-p---md-']
ἀνερρήγνυντο;['ἀναρρήγνυμι'];['v3piie---']
κλιμάκων;['κλῖμαξ'];['n-p---fg-']
ἐπίστασθε;['ἐπίσταμαι'];[]
τόδε;['ὅδε'];['a-s---na-', 'a-s---nn-', 'p-s---na-']
παραστήσας;['παρίστημι'];['v-sapamn-']
μεταβολή;['μεταβολή'];[]
παρεκρούσατο;['παρακρούω'];['v3saim---']
παρόντα;['πάρειμι'];['v-pppana-']
γέγον᾽;['γίγνομαι'];['v1sria---']
ὀκτάετες;['ὀκταέτης'];['a-s---nn-']
Αἴνης;['Αἴνη'];['n-s---fg-']
παρεγένετό;['παραγίγνομαι'];['v3saim---']
εὐγενῶς;['εὐγενής'];['d--------']
Σιγεὺς;['Σιγεύς'];['n-s---mn-']
ἀμοιβὴν;['ἀμοιβή'];['n-s---fa-']
Θετταλίδων;['Θεσσαλίς'];['n-p---fg-']
τῆσδ᾽;['ὅδε'];['a-s---fg-']
Ἀπολλωνίας;['Ἀπολλωνία'];['n-s---fg-']
μεμεῖχθαι;['μίγνυμι'];['v--rne---']
οὔτε;['οὔτε'];[]
Πελοποννησίων;['Πελοποννήσιος'];['n-p---mg-']
προσκατῆρεν;['προσκαταίρω'];['v3saia---']
εἴρηνται;['λέγω'];['v3prie---']
πω;['πω'];['d--------']
φοβέαι;['φοβέω'];['v2spie---']
ἀπέθνῃσκον;['ἀποθνῄσκω'];['v3piia---']
παραδιδόασιν;['παραδίδωμι'];['v3ppia---']
Σατορνίου;['Σατόρνιος'];['n-s---ng-']
εἰρωτῶσι;['ἐρωτάω'];['v-pppamd-']
ἐδόμενον;['ἐσθίω'];['v-sfpmma-']
τἀληθῆ;['ἀληθής'];[]
ἐκεκράγεσαν;['κράζω'];[]
Φενεᾶταί;['Φενεάτης'];['n-p---mn-']
δικαιοσύνην;['δικαιοσύνη'];['n-s---fa-']
συνθεὶς;['συντίθημι'];['v-sapamn-']
Μαρωνιτῶν;['Μαρωνίτης'];['n-p---mg-']
βασιλέῖς;['βασιλεύς'];[]
μεταπίπτοντα;['μεταπίπτω'];['v-pppana-']
Παρασκευαστικοῖς;['παρασκευαστικός'];['a-p---md-']
δύεσθαι;['δύω'];['v--pne---']
νομιστέον;['νομιστέος'];['a-s---nn-']
Ἄγρων;['Ἄγρων'];['n-s---mn-']
ἀφορμήσασαν;['ἀφορμάω'];['v-sapafa-']
αἴσχιστον;['αἰσχρός'];['a-s---nn-', 'a-s---nns']
διενηνοχέναι;['διαφέρω'];['v--rna---']
ἀποκρίσεως;['ἀπόκρισις'];['n-s---fg-']
ζῳοφάγα;['ζῳοφάγος'];['a-p---na-']
συγκαθεῖρξαι;['συγκαθείργω'];['v--ana---']
ἀπολείπουσα;['ἀπολείπω'];['v-sppafn-']
Τιβουρτίνους;['Τιβουρτῖνος'];['n-p---ma-']
τετράγωνα;['τετράγωνος'];['a-p---nn-', 'a-p---na-']
βελτίονι;['ἀγαθός'];['a-s---mdc']
ἡττημένων;['ἡσσάομαι'];['v-pppemg-']
εἰργασμένοι;['ἐργάζομαι'];['v-prpemn-']
αἰεὶ;['ἀεί'];['d--------']
ἀρχῇ;['ἀρχή'];['n-s---fd-']
ἐψηφίζετο;['ψηφίζω'];[]
ἀποτρέπει;['ἀποτρέπω'];['v3spia---']
περιόψεταί;['περιοράω'];['v3sfim---']
θέλοντ᾽;['θέλω'];['v-sppama-']
συνῄδειν;['σύνοιδα'];['v1slia---']
νοῦς;['νόος'];['n-s---mn-']
οὕτως;['οὕτως'];['d--------']
πολιὰς;['πολιά'];['n-p---fa-']
Μάρσων;['Μάρσος'];['n-p---mg-']
Θετταλίας;['Θεσσαλία'];['n-p---fa-', 'n-s---fg-']
Μεγάροις;['Μέγαρα', 'Μέγαρος'];['n-p---md-', 'n-p---nd-']
ἀποπέμπει;['ἀποπέμπω'];['v3spia---']
σεαυτὴν;['σεαυτοῦ'];['p-s---fa-']
νοῦ;['νόος'];['n-s---mg-']
χρησμοὺς;['χρησμός'];['n-p---ma-']
Βάτειαν;['Βάτεια'];['n-s---fa-']
καιροὶ;['καιρός'];['n-p---mn-']
δᾶμος;['δῆμος'];['n-s---mn-']
δείλαιος;['δείλαιος'];['a-s---mn-']
αὕτη;['οὗτος'];['p-s---fn-', 'a-s---fn-']
εἰρώτευν;['ἐρωτάω'];['v3piia---']
διαπυρσευομένου;['διαπυρσεύω'];['v-sppemg-']
τουτονί;['οὗτος'];['a-s---ma-', 'p-s---ma-']
πρῶτα;['πρῶτος'];['a-p---nas']
λοιποῖς;['λοιπός'];['a-p---md-']
προσοφλὼν;['προσοφλισκάνω'];['v-sapamn-']
τέκνων;['τέκνον'];['n-p---ng-']
Λευκὸς;['Λευκός'];['a-s---mn-']
Σκυθοπόλεως;['Σκυθόπολις'];['n-s---fg-']
ἀργύρεον;['ἀργύρεος'];['a-s---na-', 'a-s---ma-']
Φιλίταν;['Φιλίτας'];['n-s---ma-']
ἐδέδοκτο;['δοκέω'];[]
ἀγχίνους;['ἀγχίνοος'];['a-p---mn-']
εἴωθε;['ἔθω'];['v3sria---']
ἀντικατηλλάττοντο;['ἀντικαταλλάσσω'];['v3piie---']
ἁπτομένου;['ἅπτω'];['v-sppemg-']
ἐδεδούλωτο;['δουλόω'];[]
φύντας;['φύω'];['v-papama-']
γυναῖκα;['γυνή'];['n-s---fa-']
σύριγγες;['σῦριγξ'];['n-p---fn-']
δαπανᾶν;['δαπανάω'];['v--pna---']
Κάτωνι;['Κάτων'];['n-s---md-']
στήλῃ;['στήλη'];['n-s---fd-']
βιάζεσθαι;['βιάζω'];['v--pne---']
εἴσπλου;['εἴσπλοος'];['n-s---mg-']
ἐκπεπτωκότες;['ἐκπίπτω'];['v-prpamn-']
ἄκραν;['ἄκρα'];['n-s---fa-']
Οὐεσπασιανὸν;['Οὐεσπασιανός'];['n-s---ma-']
ἀναρρηθέντος;['ἀναλέγω'];['v-sappmg-']
γεγονότας;['γίγνομαι'];['v-prpama-']
ἀγωνιοῦμαι;['ἀγωνίζομαι'];[]
προσεδέξαντο;['προσδέχομαι'];['v3paim---']
προσιστάμεναι;['προσίστημι'];['v-pppefn-']
πολεμάρχου;['πολέμαρχος'];['n-s---mg-']
γνωρίμως;['γνώριμος'];['d--------']
λεληθότως;['λεληθότως'];['d--------']
ταὐτό;['αὐτός'];[]
ληφθῶ;['λαμβάνω'];['v1sasp---']
μέγαθος;['μέγεθος'];['n-s---na-']
τίσις;['τίσις'];['n-s---fn-']
οὐδαμοῖσι;['οὐδαμός'];['a-p---md-', 'a-p---nd-']
πηλίνους;['πήλινος'];['a-p---ma-']
προὔλεγες;['προλέγω'];['v2siia---']
συνάχθεσθαι;['συνάχθομαι'];['v--pne---']
καθιστάντα;['καθίστημι'];['v-sppama-']
ἀρχθήσεται;['ἄρχω'];['v3sfip---']
ἀναπείσει;['ἀναπείθω'];['v3sfia---', 'v3sasa---']
πεφύκασι;['φύω'];['v3pria---']
συγκλῶσαι;['συγκλάω'];['v-pppafn-']
θρησκεύεσθαι;['θρησκεύω'];['v--pne---']
ἀπείρητο;['ἀπολέγω'];['v3slie---']
Τιγράνην;['Τιγράνης'];['n-s---ma-']
γινωσκομένην;['γιγνώσκω'];['v-sppefa-']
σποράδες;['σποράς'];['n-p---mn-']
καθήμενοι;['κάθημαι'];['v-prpmmn-']
διεπράττεσθε;['διαπράσσω'];['v2piie---']
ὡρκῶσθαι;['ὁρκόω'];['v--rne---']
σμικρολογίαν;['μικρολογία'];['n-s---fa-']
πεπονθὼς;['πάσχω'];['v-srpamn-']
οἰκειότεροι;['οἰκεῖος'];['a-p---mnc']
προτιθεῖ;['προτίθημι'];['v3spia---']
Παυσανίας;['Παυσανίας'];['n-s---mn-']
Μυσοί;['Μυσός'];['n-p---mn-']
ἀληθινῶς;['ἀληθινός'];['d--------']
μυρία;['μυρίος'];['a-p---nn-', 'a-p---na-']
τιθηνησαμένην;['τιθηνέω'];['v-sapmfa-']
παθῶν;['πάθη', 'πάθος'];['n-p---fg-', 'n-p---ng-']
συμμέτρῳ;['σύμμετρος'];['a-s---nd-']
παρατείνουσα;['παρατείνω'];['v-sppafn-']
Ὀπώρα;['Ὀπώρη'];['n-s---fn-']
συνταράξαντες;['συνταράσσω'];['v-papamn-']
τεχνῖται;['τεχνίτης'];['n-p---mn-']
ἕλικας;['ἕλιξ'];['n-p---fa-']
κουν;[];[]
ἐκβολῆς;['ἐκβολή'];['n-s---fg-']
κατεχόντων;['κατέχω'];['v-pppamg-']
ἐξήκοντος;['ἐξήκω'];['v-sppamg-']
Πανιώνια;['Πανιώνιον'];['n-p---na-']
Κηρύκων;['κῆρυξ'];['n-p---mg-']
ἀπτολεμίστων;['ἀπτολέμιστος'];['a-p---mg-']
Ἰταλοῖς;['Ἰταλός'];['n-p---md-']
σκηνῶν;['σκηνή', 'σκηνόω'];['n-p---fg-', 'v-sppamn-']
γαμετῶν;['γαμετή'];['n-p---fg-']
μύσος;['μύσος'];['n-s---na-']
ἀπιόντες;['ἄπειμι'];['v-pppamn-']
ἥλους;['ἧλος'];['n-p---ma-']
καλέοντες;['καλέω'];['v-pppamn-']
Ἀττικῆς;['Ἀττική'];['n-s---fg-']
ἐξηγριωμένον;['ἐξαγριόω'];['v-srpema-']
ἀριστεῖς;['ἀριστεύς'];['n-p---ma-']
τόκου;['τόκος'];['n-s---mg-']
Μεργάνην;['Μεργάνη'];['n-s---fa-']
σεμνύνου;['σεμνύνω'];['v2spme---']
τελευτᾷ;['τελευτάω'];['v3spia---']
Ἀνδρῶν;['ἀνήρ'];['n-s---mn-']
φιλοτιμότατός;['φιλότιμος'];['a-s---mns']
παμμέγεθες;['παμμεγέθης'];['a-s---na-']
ἀπεδείκνυε;['ἀποδείκνυμι'];['v3siia---']
ἡδίστην;['ἡδύς'];['a-s---fa-']
πόλιες;['πόλις'];['n-p---fn-']
προεξελθόντες;['προεξέρχομαι'];['v-papamn-']
καινοτομῆται;['καινοτομέω'];['v3spie---']
προβάτοῖσι;['πρόβατον'];['n-p---nd-']
ἁπλῆς;['ἁπλόος'];['a-s---fg-']
ἐπηρείας;['ἐπήρεια'];['n-s---fg-']
ἄστεος;['ἄστυ'];['n-s---ng-']
τό;['ὁ'];['l-s---nn-', 'a-s---na-', 'p-s---na-']
ἀπετάκη;['ἀποτήκω'];['v3saip---']
ἐκομίζετο;['κομίζω'];[]
Σαυφηίου;['Σαυφήιος'];['n-s---mg-']
Κοΐντιον;['Κοίντιος'];['n-s---ma-']
διωσαμένη;['διωθέω'];['v-sapmfn-']
Χοοπότῃ;['Χοοπότης'];['n-s---md-']
χρυσηλάτου;['χρυσήλατος'];['a-s---fg-']
ὅτι;['ὅτι'];['c--------']
Πακτύης;['Πάκτυα'];['n-s---fg-']
Διοσκούροις;['Διόσκοροι'];['n-p---md-']
δεηθείην;['δέω'];['v1saop---']
Πριηνέα;['Πριηνεύς'];['n-s---ma-']
συνέντα;['συνίημι'];['v-sapama-']
ἀκονώντων;['ἀκονάω'];['v-pppamg-']
Ναυσινίκου;['Ναυσίνικος'];['n-s---mg-']
ἀνόητος;['ἀνόητος'];['a-s---mn-']
διαγωγῆς;['διαγωγή'];['n-s---fg-']
ἐμπειρίαν;['ἐμπειρία'];['n-s---fa-']
καθαίροντος;['καθαίρω'];['v-sppamg-']
παρέργου;['πάρεργον'];['n-s---ng-']
ἀνάγεσθαι;['ἀνάγω'];['v--pne---']
δακτύλιον;['δακτύλιος'];['n-s---ma-']
δάκρυα;['δάκρυον'];['n-p---na-']
θᾶττον;['ταχύς'];['a-s---nnc', 'a-s---nac']
οἶμαι;['οἴομαι'];['v1spie---']
φατνωματικήν;['φατνωματικός'];['a-s---fa-']
νοσφίζεσθαι;['νοσφίζω'];['v--pne---']
ἀπηγριωμένη;['ἀπαγριόομαι'];['v-srpefn-']
ἱεροῦ;['ἱερόν'];['n-s---ng-']
Ἀταρνέος;['Ἀταρνεύς'];['n-s---mg-']
ἀπολείπουσαι;['ἀπολείπω'];['v-pppafn-']
Ἀνδρίοις;['Ἄνδριος'];['n-p---md-']
λελῃτουργηκὼς;['λειτουργέω'];['v-srpamn-']
συνεγκλειομένων;['συνεγκλείω'];['v-pppemg-']
αἱροῦσιν;['αἱρέω'];['v3ppia---']
ῥητορικῶς;['ῥητορικός'];['d--------']
ἀνεκοινοῦτο;['ἀνακοινόω'];['v3siie---']
ἀκρόπολιν;['ἀκρόπολις'];['n-s---fa-']
δωρησάμενον;['δωρέω'];['v-sapmma-']
ἐθνῶν;['ἔθνος'];['n-p---ng-']
ἀκόσμως;['ἄκοσμος'];['d--------']
ἀσελήνου;['ἀσέληνος'];['a-s---fg-']
εὐγνωμονέστατα;['εὐγνώμων'];['a-p---nas']
χειρί;['χείρ'];['n-s---fd-']
ἐμβολίμου;['ἐμβόλιμος'];['a-s---mg-']
Βρούτου;['Βροῦτος'];['n-s---mg-']
χειμεριοῦσαν;['χειμερίζω'];['v-sfpafa-']
ἐνέπιπτον;['ἐμπίπτω'];['v3piia---']
κηδόμενοι;['κήδω'];['v-pppemn-']
ποιήσας;['ποιέω'];['v-sapamn-']
εἰδέναι;['οἶδα'];['v--rna---']
περιέχουσιν;['περιέχω'];['v3ppia---']
Λακωνικὴν;['Λακωνικός'];['a-s---fa-']
τεθρίππῳ;['τέθριππος'];['a-s---md-', 'a-s---nd-']
πράττονθ᾽;['πράσσω'];['v-sppama-']
