form;lemma;postag
Ἄτυος;['Ἄτυς'];['n-s---mg-']
πρωτείων;['πρωτεῖον', 'πρώτειος'];['a-p---ng-', 'n-p---ng-']
κατέπεσε;['καταπίπτω'];['v3saia---']
μεγαθύμου;['μεγάθυμος'];['a-s---mg-']
πατὴρ;['πατήρ'];['n-s---mn-']
διαφυγεῖν;['διαφεύγω'];['v--ana---']
θεωρέοντι;['θεωρέω'];['v-sppamd-']
καταπόνους;['κατάπονος'];['a-p---ma-']
ἁπλουστάτου;['ἁπλόος'];['a-s---mg-']
ὧδὶ;['ὧδὶ'];[]
ταὔτʼ;['αὐτός'];['p-p---na-']
παιδίον;['παιδίον'];['n-s---na-', 'n-s---nn-']
ἐσταλμένους;['στέλλω'];['v-prpema-']
προφῆται;['προφήτης'];['v3spie---']
Τριοπίου;['Τριόπιον'];['n-s---ng-', 'n-s---mg-']
Καισάρειον;['Καισάρειος'];['a-s---ma-']
ἀφίσταντο;['ἀφίστημι'];['v3piie---']
ἀσκεῖν;['ἀσκέω'];['v--pna---']
συμπτώματος;['σύμπτωμα'];['n-s---ng-']
Μεδιωνίοις;['Μεδιώνιοι'];['n-p---md-']
ἐνὸν;[];['v-sppana-']
οἴσεσθαι;['φέρω'];['v--fnm---']
τροφὰι;['τροφή'];[]
προσεποιήσατο;['προσποιέω'];['v3saim---']
ἀναμιχθέντες;['ἀναμίγνυμι'];['v-pappmn-']
Ἀρκάσιν;['Ἀρκάς'];['n-p---md-']
οὐκ;['οὐ'];['c--------', 'd--------']
ἀφελῶν;['ἀφελής'];['v-sfpamn-']
σκευάσαντας;['σκευάζω'];['v-papama-']
ἄξιός;['ἄξιος'];['a-s---mn-']
νεηνίαι;['νεανίας'];['n-p---mn-']
δολοφονήσαντος;['δολοφονέω'];['v-sapamg-']
μετεώρων;['μετέωρος'];['a-p---fg-']
φίλας;['φίλος'];['a-p---fa-']
μετριώτατα;['μέτριος'];['a-p---nas']
διήμαρτεν;['διαμαρτάνω'];['v3saia---']
χρᾶσθαι;['χράω'];['v--pne---']
προσήκουσαν;['προσήκω'];['v-sppafa-']
παρούσῃ;['πάρειμι'];['v-sppafd-']
πλείστου;['πολύς'];['a-s---ngs']
τραγικὰ;['τραγικός'];['a-p---na-']
μειχθῆναι;['μίγνυμι'];['v--anp---']
ἀσφάλτῳ;['ἄσφαλτος'];['n-s---fd-']
κατήγετο;['κατάγω'];['v3siie---']
ποιοῦντες;['ποιέω'];['v-pppamn-']
παρακείμενα;['παράκειμαι'];['v-pppena-']
καρποῖς;['καρπός'];['n-p---md-']
Διαδημάτα;['Διαδημάτας'];['n-s---mg-']
ἀσκεῖτε;['ἀσκέω'];['v2ppma---']
τραγῳδίας;['τραγῳδία'];['n-p---fa-']
Πελοπόννησον;['Πελοπόννησος'];['n-s---fa-']
Συβάριος;['Σύβαρις'];['n-s---mg-']
ἀποροῦντος;['ἀπορέω'];['v-sppang-']
πύλας;['πύλη'];['n-p---fa-']
καταρραγῆναι;['καταρρήγνυμι'];['v--anp---']
Γνάιον;['Γνάιος'];['n-s---ma-']
Ἀταρνέι;['Ἀταρνεύς'];['n-s---md-']
κατέρχεται;['κατέρχομαι'];['v3spie---']
περιλειπόμενα;['περιλείπω'];['v-pppenn-']
συνοίσειν;['συμφέρω'];['v--fna---']
Εὐρυλέων;['Εὐρυλέων'];['n-s---mn-']
Δεκέλειαν;['Δεκέλεια'];['n-s---fa-']
θήλεα;['θῆλυς'];['a-p---na-']
χρέῃ;['χράω'];['v2spie---']
προσῆν;['πρόσειμι'];['v3siia---']
καλῶ;['καλέω'];['v1spia---']
ἀκοῦσαι;['ἀκούω'];['v--ana---', 'v-pppafn-']
καττύματα;['κάσσυμα'];['n-p---na-']
ἐληίζετο;['ληίζομαι'];['v3siie---']
Φαύνῳ;['Φαῦνος'];['n-s---md-']
ποιήσω;['ποιέω'];['v1sfia---', 'v1sasa---']
Κορινθιαστῇ;['Κορινθιαστής'];['n-s---md-']
τοιούτωνδε;['τοιοῦτος'];[]
τετρωμένον;['τιτρώσκω'];['v-srpema-']
διαίρουσι;['διαίρω'];['v3ppia---']
ἄπηρος;['ἄπηρος'];['a-s---mn-']
βελτίους;['ἀγαθός'];['a-p---mnc', 'a-p---mac']
μοῦνον;['μόνος'];['a-s---na-']
λελυκωμένα;['λυκόω'];['v-prpena-']
Δεξιθέας;['Δεξιθέη'];['n-s---fg-']
φιλοφροσύνης;['φιλοφροσύνη'];['n-s---fg-']
θιγεῖν;['θιγγάνω'];['v--ana---']
Ἀρέταν;['Ἀρέτας'];['n-s---ma-']
λῃστήρια;['λῃστήριον'];['n-p---na-']
γαμεταὶ;['γαμετή'];['n-p---fn-']
διανοησομένους;['διανοέω'];['v-pfpmma-']
διακελεύσομαι;['διακελεύομαι'];['v1sase---']
Λιγύων;['Λίγυς'];['n-p---mg-']
ἐκκλίνασιν;['ἐκκλίνω'];['v-papamd-']
ἐρώντων;['ἐράω'];['v-pppamg-']
προκαθημένῳ;['προκάθημαι'];['v-srpmmd-']
κοσμέονται;['κοσμέω'];['v3ppie---']
ἐκτήσατο;['κτάομαι'];[]
σκευοφόροις;['σκευοφόρος'];['a-p---nd-']
σφι;['σφεῖς'];['p3p---md-', 'p3p---fd-']
προσηκόντων;['προσήκω'];['v-pppang-']
προσδοκήσαντα;['προσδοκέω'];['v-sapama-']
μετοικοῦντας;['μετοικέω'];['v-pppama-']
τοιούτοις;['τοιοῦτος'];['a-p---nd-']
Ἄντώνιον;['Ἄντώνιος'];['n-s---ma-']
συγγενεῖς;['συγγενής'];['a-p---ma-', 'a-p---mn-', 'a-p---fa-', 'n-p---ma-', 'n-p---mn-']
ἀναδιδόασιν;['ἀναδίδωμι'];['v3ppia---']
σάλιον;['σάλιον'];['n-s---ma-']
Σηστῷ;['Σηστός'];['n-s---fd-']
ἀποθνῄσκουσιν;['ἀποθνῄσκω'];['v3ppia---']
Ἀθάνατοι;['ἀθάνατος'];['a-p---mn-']
ἀγαστοὺς;['ἀγαστός'];['a-p---ma-']
Ἀγησίλαος;['Ἀγησίλαος'];['n-s---mn-']
ἔκτισαν;['κτίζω'];['v3paia---']
διηλέγχοντο;['διελέγχω'];['v3piie---']
Κρόνος;['Κρόνος'];['n-s---mn-']
μονομάχου;['μονομάχος'];['n-s---mg-']
κλοιῷ;['κλοιός'];['n-s---md-']
ἀρχιδίοις;['ἀρχίδιον'];['n-p---nd-']
βιώσιμον;['βιώσιμος'];['a-s---nn-']
ἐμπτύουσι;['ἐμπτύω'];['v3ppia---']
φυλάρχους;['φύλαρχος'];['n-p---ma-']
χρήμασιν;['χρῆμα'];['n-p---nd-']
εἰμι;['εἰμί'];['v1spia---']
ἀνίστη;['ἀνίστημι'];['v3siia---']
γ᾽;['γε'];['d--------']
κατεχόμενόν;['κατέχω'];['v-sppena-']
Ἀπελλοῦ;['Ἀπελλῆς'];['n-s---mg-']
φράσοντα;['φράζω'];['v-sfpama-']
πεπόρευται;['πορεύω'];['v3srie---']
προλαμβάνειν;['προλαμβάνω'];['v--pna---']
ἐρεῖ;[];[]
τοὔτερον;['ἕτερος'];['a-s---na-']
περιπεσούσας;['περιπίπτω'];['v-papafa-']
Τρῆρες;['Τρῆρες'];['n-p---mn-']
βεβοηθηκότας;['βοηθέω'];['v-prpama-']
τῇ;['ὁ'];['p-s---fd-', 'd--------', 'l-s---fd-']
θεσμοθετοῦσι;['θεσμοθετέω'];['v3ppia---']
κάκιον;['κακός'];['a-s---nac']
ἐφοδίων;['ἐφόδιον'];['n-p---ng-']
ἀπαγάγοι;['ἀπάγω'];['v3saoa---']
διαδέχεται;['διαδέχομαι'];['v3spie---']
παρεσκευάζετο;['παρασκευάζω'];['v3siie---']
Αἴγων;['Αἴγων'];['n-s---mn-']
κατεπόντωσαν;['καταποντίζω'];['v3paia---']
προπεπόμφει;['προπέμπω'];['v3slia---']
Λέσβιοι;['Λέσβιος'];['n-p---mn-']
πάνθ᾽;['πᾶς'];['a-p---nn-', 'a-p---na-']
ἐχρῶντο;['χράω'];[]
τοσοίδε;['τοσόσδε'];['a-p---mn-']
Μεσσηνίοις;['Μεσσήνιος'];['n-p---md-']
ἀργοὶ;['ἀργός'];['a-p---mn-']
ἰδίως;['ἴδιος'];['d--------']
δανειζόμενος;['δανείζω'];['v-sppemn-']
προκαλοῦνται;['προκαλέω'];['v3ppie---']
τούτους;['οὗτος'];['p-p---ma-', 'a-p---ma-']
συστάσεως;['σύστασις'];['n-s---fg-']
κουρὰν;['κουρά'];['n-s---fa-']
πέπρωται;['πόρω'];['v3srie---']
διττὴ;['δισσός'];['a-s---fn-']
καταπλώσαντες;['καταπλέω'];['v-papamn-']
ἀργούσης;['ἀργέω'];['v-sppafg-']
τοῦτ᾿;['οὗτος'];[]
ἐκώλυσαν;['κωλύω'];['v3paia---']
δέονται;['δέω'];['v3ppie---']
εὐμελῶς;['εὐμελής'];['d--------']
χειρῖδας;['χειρίς'];['n-p---fa-']
κούφοις;['κοῦφος'];['a-p---nd-']
προσῄει;['πρόσειμι'];['v3siia---']
δρυάδων;['δρυάς'];['n-p---fg-']
πρώτους;['πρῶτος'];['a-p---mas']
χείρους;['κακός'];['a-p---fac', 'a-p---fnc', 'a-p---mnc']
ἐμπεριέχεται;['ἐμπεριέχω'];['v3spie---']
Λασθενείας;['Λασθένεια'];['n-s---fg-']
κιττοφόρος;['κισσοφόρος'];['a-s---mn-']
νυμφίον;['νυμφίος'];['a-s---ma-', 'n-s---ma-']
μη-δὲ;['μηδέ'];[]
τριάκονθ᾽;['τριάκοντα'];['a-p---fa-']
πορφυρέου;['πορφύρεος'];['a-s---ng-']
γελοῖον;['γέλοιος'];['a-s---nn-', 'a-s---na-']
δόξαντες;['δοκέω'];['v-papamn-']
συνέχεσθαι;['συνέχω'];['v--pne---']
ἐσκέψατο;['σκέπτομαι'];[]
χρησαμένους;['χράω'];['v-papmma-']
προπέμψαι;['προπέμπω'];['v--ana---']
παρήσομεν;['παρίημι'];['v1pfia---']
τελευταῖον;['τελευταῖος'];['a-s---na-', 'a-s---ma-']
κατασβέσας;['κατασβέννυμι'];['v-sapamn-']
ὤχετο;['οἴχομαι'];[]
σκέλος;['σκέλος'];['n-s---na-']
ὑπενέδυσ᾽;['ὑπενδύω'];['v3saia---']
Ἀσκάνιος;['Ἀσκάνιος'];['n-s---mn-']
Θετταλοῖς;['Θεσσαλός'];['n-p---md-']
καταλύειν;['καταλύω'];['v--pna---']
ᾐσχύνοντο;['αἰσχύνω'];[]
κατεπολιτεύσατο;['καταπολιτεύομαι'];['v3saim---']
φορέουσι;['φορέω'];['v3ppia---', 'v-pppamd-']
σκώπτειν;['σκώπτω'];['v--pna---']
ψαύοντες;['ψαύω'];['v-pppamn-']
ἦ;['ἦ'];['d--------']
ἀξιόχρεον;['ἀξιόχρεος'];['a-s---fa-']
Μαλλίου;['Μάλλιος'];['n-s---mg-']
συστρατεύεσθαι;['συστρατεύω'];['v--pne---']
ἀφηγοῦμαι;['ἀφηγέομαι'];['v1spim---']
Κερκώπη;['κερκώπη'];['n-s---fn-']
θεία;['θεῖος'];['a-s---fn-']
παρεῖσαν;['παρέζομαι'];['v3paia---']
βασιλείαις;['βασιλεία'];['n-p---fd-']
εἶργον;['ἔργω'];['v-sppann-', 'v3piia---']
ἔσεισε;['σείω'];[]
λα᾽;['λα᾽'];['m--------']
στασίαρχοι;['στασίαρχος'];['a-p---mn-']
ἑρπυλλίνῳ;['ἑρπύλλινος'];['a-s---md-']
βούλεσθε;['βούλομαι'];['v2ppie---']
κοιναῖς;['κοινός'];['a-p---fd-']
ἐκακώθησαν;['κακόω'];[]
πεποιηκόσιν;['ποιέω'];['v-prpamd-']
τίνων;['τις'];['a-p---ng-']
ἐπιδιῄρουν;['ἐπιδιαιρέω'];[]
ἐπεχείρησαν;['ἐπιχειρέω'];['v3paia---']
φιλία;['φίλιος'];['a-s---fn-']
ἐψηφισμέναις;['ψηφίζω'];['v-prpefd-']
διαγενομένων;['διαγίγνομαι'];['v-papmng-']
συμπαρόντος;['συμπάρειμι'];['v-sppamg-']
θαλαττουργεῖν;['θαλασσουργέω'];['v--pna---']
ἐπηγάγετο;['ἐπάγω'];['v3saim---']
στρατείαις;['στρατεία'];['n-p---fd-']
Κροίσῳ;['Κροῖσος'];['n-s---md-']
παρεισελθὼν;['παρεισέρχομαι'];['v-sapamn-']
Ἄλβας;['Ἄλβας'];['n-s---mn-', 'n-s---fg-']
κεραυνίῳ;['κεραύνιος'];['a-s---nd-']
κλινῶν;['κλίνη'];['n-p---fg-']
ἁ;['ὁ'];['l-s---fn-', 'p-p---na-']
ἐλθεῖν;['ἔρχομαι'];['v--ana---']
ἐνέβαλον;['ἐμβάλλω'];['v3paia---']
πρωτεῖον;['πρωτεῖον'];['n-s---na-']
ἀντέλεγον;['ἀντιλέγω'];['v1siia---', 'v3piia---']
καθημερινῆς;['καθημερινός'];['a-s---fg-']
προτείνῃ;['προτείνω'];['v3sasa---']
διαπέμψομαι;['διαπέμπω'];['v1sfim---']
διατρίβω;['διατρίβω'];['v1spsa---']
σός;['σός'];['a-s---mn-']
πηχῶν;['πῆχυς'];['n-p---mg-']
θεραπαινίδα;['θεραπαινίς'];['n-s---fa-']
πῆχυς;['πῆχυς'];['n-s---mn-']
μέμφεσθαι;['μέμφομαι'];['v--pne---']
πεφρονηματισμένοι;['φρονηματίζομαι'];['v-prpemn-']
ἐνέβαινον;['ἐμβαίνω'];['v3piia---']
παλτοῖς;['παλτόν'];['n-p---nd-']
ἀντικρὺ;['ἀντικρύ'];['d--------']
πολυπόνους;['πολύπονος'];['a-p---ma-']
πώς;['πώς'];['d--------']
εἰπεῖν;['λέγω'];['v--ana---']
Σπάρτᾳ;['Σπάρτη'];['n-s---fd-']
προΐεσθαι;['προίημι'];['v--pne---']
μὴν;['μήν'];['d--------']
φιλοφρονούμενος;['φιλοφρονέομαι'];['v-sppemn-']
πατρῴων;['πατρῷος'];['a-p---ng-']
Δήμητραν;['Δημήτηρ'];['n-s---fa-']
ἐκλέξαντος;['ἐκλέγω'];['v-sapamg-']
ἀδεσπότοις;['ἀδέσποτος'];['a-p---nd-']
κήδονται;['κήδω'];['v3ppie---']
ἀποστολέων;['ἀποστολεύς'];['n-p---mg-']
ἀπαναστήσαντες;['ἀπανίστημι'];['v-papamn-']
συνεποδίσθη;['συμποδίζω'];['v3saip---']
Τελεσίππας;['Τελεσίππη'];['n-p---fa-']
ποιησάτω;['ποιέω'];['v3sama---']
διαμνημονεύουσι;['διαμνημονεύω'];['v3ppia---']
εὐδαιμονέειν;['εὐδαιμονέω'];['v--pna---']
Κυρείων;['Κύρειος'];['a-p---mg-']
περιιδόντες;['περιοράω'];['v-papamn-']
ἐδόθη;['δίδωμι'];[]
ἐκαραδόκουν;['καραδοκέω'];[]
αὑτοῦ;['ἑαυτοῦ'];['p-s---mg-']
καθεστῶτα;['καθίστημι'];['v-prpana-', 'n-p---na-']
εὑροῦσα;['εὑρίσκω'];['v-sapafn-']
ἐκλύτως;['ἔκλυτος'];['d--------']
ἐπιπηττόντων;['ἐπιπήσσω'];['v-pppamg-']
συνειλοχὼς;['συλλέγω'];['v-srpamn-']
Φέας;['Φέα'];['n-s---fg-']
ἐλάττονας;['ἐλαχύς'];['a-p---mac', 'a-p---fac']
θύρας;['θύρα'];['n-p---fa-']
συμπεφευγέναι;['συμφεύγω'];['v--rna---']
τίσεσθαι;['τίνω'];['v--fnm---']
συναπέθανε;['συναποθνῄσκω'];['v3saia---']
καταλαμβάνω;['καταλαμβάνω'];['v1spia---']
ἀπέσπα;['ἀποσπάω'];['v3siia---']
συνετάττοντο;['συντάσσω'];['v3piie---']
ὀρφανὸς;['ὀρφανός'];['a-s---mn-']
Μακεδονικοῦ;['Μακεδονικός'];['a-s---mg-']
Φασάηλον;['Φασάηλος'];['n-s---ma-']
Καρδίαν;['Καρδίη'];['n-s---fa-']
Πάριος;['Πάριος'];['a-s---mn-']
Μαιάνδρῳ;['Μαίανδρος'];['n-s---md-']
συνείσεται;['συνίημι', 'σύνοιδα'];['v3sfim---']
χαλκεύς;['χαλκεύς'];[]
Τῆμνος;['Τῆμνος'];['n-s---mn-']
χρᾶται;['χράω'];['v3spie---']
ὑπατεῦσαι;['ὑπατεύω'];['v--ana---']
κατήλεσαν;['καταλέω'];['v3paia---']
βραχεῖ;['βραχύς'];['a-s---nd-']
διακεῖσθαι;['διάκειμαι'];['v--pne---']
τεύχεα;['τεῦχος'];['n-p---na-']
ἁπλῶς;['ἁπλόος'];['d--------']
ἀτιμίαν;['ἀτιμία'];['n-s---fa-']
ξένιά;['ξένιος'];['a-p---na-']
πειρώμενος;['πειράω'];['v-sppemn-']
τριακόσια;['τριακόσιοι'];['a-p---nn-', 'a-p---na-']
Δαναίσιν;['Δαναίδες'];['n-p---fd-']
Ἀθηναῖε;['Ἀθηναῖος'];['a-s---mv-', 'n-s---mv-']
Τύρου;['Τύρος'];['n-s---mg-']
καταλειπομένων;['καταλείπω'];['v-pppemg-']
σωροὺς;['σωρός'];['n-p---ma-']
γῇ;['γῆ'];['n-s---fd-']
εἴσεται;['οἶδα'];['v3sfim---']
καταρριφθὲν;['καταρρίπτω'];['v-sappna-']
Ποτίδαιαν;['Ποτείδαια'];['n-s---fa-']
ἐθελῆσαι;['θέλω'];['v--ana---']
καλλιγύναικα;['καλλιγύναιξ'];['n-s---fa-']
πολιτείαν;['πολιτεία'];['n-s---fa-']
διηγούμενοι;['διηγέομαι'];['v-pppemn-']
τενάγεα;['τέναγος'];['n-p---na-']
προηγούμενον;['προηγέομαι'];['v-sppema-']
ἐβούλετ᾽;['βούλομαι'];[]
τύχης;['τύχη'];['n-s---fg-']
κραδίης;['καρδία'];['n-s---fg-']
παρακληθεὶς;['παρακαλέω'];['v-sapemn-']
κατακεκαλυμμένην;['κατακαλύπτω'];['v-srpefa-']
κατοίκηνται;['κατοικέω'];['v3prie---']
συνεμίγνυσαν;['συμμίγνυμι'];['v3piia---']
Ταίναρον;['Ταίναρον', 'Ταίναρος'];['n-s---fa-', 'n-s---na-', 'n-s---nn-']
ἀργίαν;['ἀργία'];['n-s---fa-']
κοσμήσαντα;['κοσμέω'];['v-sapama-']
συγγραφεῖ;['συγγραφεύς'];['n-s---md-']
ἤρων;['ἐράω'];['v3piia---']
Βακχιαδῶν;['Βακχιάδαι'];['n-p---mg-']
ἐνάψασθαι;['ἐνάπτω'];['v--anm---']
ἀπίκοιτο;['ἀφικνέομαι'];['v3saom---']
ἀποκριναμένου;['ἀποκρίνω'];['v-sapmmg-', 'v-sapmng-']
Βιθυνίαν;['Βιθυνία'];['n-s---fa-']
Τυρραστιάδας;['Τυρραστιάδης'];['n-s---mn-']
ἀνοσιωτάτους;['ἀνόσιος'];['a-p---mas']
μαθητὴν;['μαθητής'];['n-s---ma-']
παύεσθαι;['παύω'];['v--pne---']
διαιτημάτων;['διαίτημα'];['n-p---ng-']
ἀντέλεγες;['ἀντιλέγω'];['v2siia---']
δέχεται;['δέχομαι'];['v3spie---']
πρᾶόν;['πρᾷος'];['a-s---nn-']
Ἀλπείων;['Ἄλπειος'];['a-p---ng-', 'n-p---ng-', 'n-p---fg-']
χείρω;['κακός'];['a-p---nac']
Ἕρμιππος;['Ἕρμιππος'];['n-s---mn-']
εἰρημέναι;['λέγω'];['v-prpefn-']
σῴζει;['σῴζω'];['v3spia---', 'v2spie---']
μόνα;['μόνος'];['a-p---nn-']
φασὶν;['φημί'];['v3ppia---']
ἀγαστόν;['ἀγαστός'];['a-s---na-']
δακρύσασα;['δακρύω'];['v-sapafn-']
κακοῦσθαι;['κακόω'];['v--pne---']
πολιορκεόμενοι;['πολιορκέω'];['v-pppemn-']
ἀσμένως;['ἄσμενος'];['d--------']
πεπλησιακότων;['πλησιάζω'];['v-prpamg-']
καταλείπεσθαι;['καταλείπω'];['v--pne---']
ἀποθνήσκει;['ἀποθνῄσκω'];['v3spia---']
προῖκ’;['προίξ'];['n-s---fa-']
μυρίους;['μυρίος'];['a-p---ma-']
κατεκλίθη;['κατακλίνω'];['v3saip---']
φιλοτιμοτάτους;['φιλότιμος'];['a-p---mas']
Σπάρτη;['Σπάρτη'];['n-s---fn-']
θοἰμάτιον;['ἱμάτιον'];['n-s---na-']
μιγάσι;['μιγάς'];['n-p---md-']
δείξει;['δείκνυμι'];['v3sfia---']
Πέρσας;['Πέρσης'];['n-p---ma-']
ἀπειδὴ;['ἐπειδή'];['c--------']
ἀφάλλεσθαι;['ἀφάλλομαι'];['v--pna---']
Καμβύσεω;['Καμβύσης'];['n-s---mg-']
εὑρέθη;['εὑρίσκω'];['v3saip---']
ἀληθέστατον;['ἀληθής'];['a-s---nns']
Γαισάτων;['Γαισάται'];['n-p---mg-']
προπορεύονται;['προπορεύω'];['v3ppie---']
εὐλαβοῦντο;['εὐλαβέομαι'];['v3piie---']
σύριγγα;['σῦριγξ'];['n-s---fa-']
Σκυθίας;['Σκυθία'];['n-s---fg-']
λέγων;['λέγω'];['v-sppamn-']
ἀκμὴν;['ἀκμήν'];['d--------']
κράνεα;['κράνος'];['n-p---na-']
ἐκτρέψασα;['ἐκτρέπω'];['v-sapafn-']
τελεσιουργόν;['τελεσιουργός'];['n-s---ma-']
προσεδεῖθ᾽;['προσδέω'];['v3siie---']
τρυφῶντας;['τρυφάω'];['v-pppama-']
ἥκιστα;['κακός'];['a-p---nas']
διατριβὰς;['διατριβή'];['n-p---fa-']
τιτθία;['τιτθίον'];['n-p---na-']
σκόπει;['σκοπέω'];['v2spma---']
ἐπικουρίαν;['ἐπικουρία'];['n-s---fa-']
γραφήν;['γραφή'];['n-s---fa-', 'n-s---ma-']
Λευκωνίδην;['Λευκωνίδης'];['n-s---ma-']
Ἄραψ;['Ἄραψ'];['n-s---mn-']
ἠπείρου;['ἤπειρος'];['n-s---fg-']
ἀναγινώσκοντας;['ἀναγιγνώσκω'];['v-pppama-']
συμμάχεσθαι;['συμμάχομαι'];['v--pne---']
ἀγαθὴ;['ἀγαθός'];['a-s---fn-']
χωρέει;['χωρέω'];[]
Ἁλῴοις;['Ἁλῴα'];['a-p---md-']
ἀλιμένοις;['ἀλίμενος'];['a-p---nd-']
ἁμαρτανομένων;['ἁμαρτάνω'];['v-pppemg-']
Μάγνου;['Μάγνος'];['n-s---mg-']
λαιὸν;['λαιός'];['a-s---na-']
λύσαντος;['λύω'];['v-sapamg-']
παράσχου;['παρέχω'];['v2saim---']
πη;['πη'];['d--------']
ἀλλοφύλων;['ἀλλόφυλος'];['a-p---ng-']
Σπάρτης;['Σπάρτη'];['n-s---fg-']
προσελθοῦσα;['προσέρχομαι'];['v-sapafn-']
Πικεντίνην;['Πικεντίνη'];['n-s---fa-']
ἀνακτώμενος;['ἀνακτάομαι'];['v-sppemn-']
ἐρώτων;['ἔρως'];['n-p---mg-']
συμπαρειληφώς;['συμπαραλαμβάνω'];['v-srpamn-']
συννοήσας;['συννοέω'];['v-sapamn-']
ἀπέχρη;"['ἀποχράω']";['v3siia---']
πυθόμενοι;['πυνθάνομαι'];['v-papmmn-']
θαρροῦντος;['θαρσέω'];['v-sppamg-']
συνεχέως;['συνεχής'];['d--------']
κτήσασθαι;['κτάομαι'];['v--anm---']
μανθάνειν;['μανθάνω'];['v--pna---']
ἰσχνότατος;['ἰσχνός'];['a-s---mns']
οἰκηίης;['οἰκεῖος'];['a-s---fg-']
ἀριστοποιουμένους;['ἀριστοποιέω'];['v-pppema-']
συνέλεξαν;['συλλέγω'];['v3paia---']
συνεκάθηντο;['συγκάθημαι'];['v3piim---']
σύντομα;['σύντομος'];['a-p---nn-']
μεγάλην;['μέγας'];['a-s---fa-']
λαμβάνοντα;['λαμβάνω'];['v-pppana-', 'v-sppama-']
ἀφηγούμενος;['ἀφηγέομαι'];['v-sppemn-']
προϊοῦσα;['πρόειμι'];['v-sppafn-']
ἀποδέξασθαι;['ἀποδέχομαι'];['v--anm---']
σκολιοὶ;['σκολιός'];['a-p---mn-']
παίοντες;['παίω'];['v-pppamn-']
Κριτίας;['Κριτίας'];['n-s---mn-']
Σεμπρώνιος;['Σεμπρώνιος'];['n-s---mn-']
προαιρεῖται;['προαιρέω'];['v3spie---']
περισκέπειν;['περισκέπω'];['v--pna---']
Καυκάσου;['Καύκασος'];['n-s---mg-']
κἠρᾶν;['καὶ ἐράω'];['v--pna---']
εἰρημένῃ;['λέγω'];['v-srpefd-']
πολέμου;['πόλεμος'];['n-s---mg-']
ἐκπορεύονται;['ἐκπορεύω'];[]
Σουσιανῶν;['Σουσιάνος'];['n-p---mg-']
κασᾶς;['κασῆς'];['n-p---ma-']
Γενεθλίους;['γενέθλιος'];['n-p---ma-']
ἀποσκευαζόμενοι;['ἀποσκευάζω'];['v-pppemn-']
χαριστήρια;['χαριστήριος'];['a-p---na-']
Μαρρουκίνους;['Μαρρουκινοί'];['n-p---ma-']
πυλαγόρους;['πυλάγορος'];['n-p---ma-']
διωλοφύρετο;['διολοφύρομαι'];['v3siie---']
βεβροτωμένα;['βροτόομαι'];['v-prpena-']
ψευδόμενον;['ψεύδω'];['v-sppema-']
νεωτερίσαντος;['νεωτερίζω'];['v-sapamg-']
ἀνάπηρά;['ἀνάπηρος'];['a-p---na-']
σφισι;['σφεῖς'];['p3p---md-']
ἄγεσκον;['ἄγω'];['v3piia---']
ἐνέβαλλε;['ἐμβάλλω'];['v3siia---']
Λιγυστῖνοι;['Λιγυστῖνοι'];['n-p---mn-']
μέζονος;['μέγας'];['a-s----gc']
κινέειν;['κινέω'];['v--pna---']
τὰ;['ὁ'];['l-p---nd-', 'l-p---na-', 'p-p---na-', 'l-p---nn-', 'p-p---nn-']
ἀνῄεσαν;['ἄνειμι'];['v3piia---']
ἐκείνην;['ἐκεῖνος'];['p-s---fa-', 'a-s---fa-']
βρέφη;['βρέφος'];['n-p---nn-']
τετευχέναι;['τυγχάνω', 'τεύχω'];['v--rna---']
διεῖλον;['διαιρέω'];['v3paia---']
συμπαραπλέοντος;['συμπαραπλέω'];['v-sppang-']
πάτριόν;['πάτριος'];['a-s---nn-']
ναυμαχίῃ;['ναυμαχία'];['n-s---fd-']
πιότατον;['πῖος'];['a-s---nns']
Λαοκοωντίδας;['Λαοκοωντίδης'];['n-p---ma-']
ἀνεγίνωσκέ;['ἀναγιγνώσκω'];['v3siia---']
συνελάμβανες;['συλλαμβάνω'];['v2siia---']
πρεσβύτατοι;['πρέσβυς'];['a-p---mns', 'a-p---mn-']
ἀφήσουσιν;['ἀφίημι'];['v3pfia---']
δέ;['δέ'];['c--------', 'd--------']
εὑρίσκεται;['εὑρίσκω'];['v3spie---']
πυλωρός;['πυλωρός'];['n-s---mn-']
Τριπτολέμῳ;['Τριπτόλεμος'];['n-s---md-']
εἰσθέμενοι;['εἰστίθημι'];['v-papmmn-']
ἐνταυθοῖ;['ἐνταυθοῖ'];['d--------']
κατοικῆσαι;['κατοικέω'];['v--ana---']
ἧκε;['ἥκω', 'ἵημι'];[]
καταπτύστου;['κατάπτυστος'];['a-s---ng-']
χρυσεοβόστρυχε;['χρυσεοβόστρυχος'];['a-s---fv-']
ἐοικότες;['ἔοικα'];['v-prpamn-']
δεσποτέων;['δεσπότης'];['n-p---mg-']
παρανομώτερον;['παράνομος'];['a-s---nac']
μνησθεὶς;['μιμνῄσκω'];['v-sappmn-']
χρηστηριαζόμενος;['χρηστηριάζω'];['v-sppemn-']
χείρονος;['κακός'];['a-s---ngc', 'a-s---mgc']
εὐδίᾳ;['εὐδία'];['n-s---fd-']
σιδηρέης;['σιδήρεος'];['a-s---fg-']
διεχωρίσθησαν;['διαχωρίζω'];['v3paip---']
ἀσήμους;['ἄσημος'];['a-p---fa-']
